Descrição;Empenhado;Liquidado;Pago;Agrupador
"        - 44 - Investimentos";24.785.547,11;18.234.350,37;17.898.417,87;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";24.785.547,11;18.234.350,37;17.898.417,87;CDMODALIDADEAPLICACAO
"            - 40 - Serviços de Tecnologia da Informação e Comunicação - PJ";19.234,41;19.234,38;19.234,38;CDELEMENTODESPESA
"                44904002 - Manutenção Evolutiva de Software";19.234,41;19.234,38;19.234,38;CDSUBELEMENTODESPESA
"            - 51 - Obras e Instalações";417.576,25;417.576,25;417.576,25;CDELEMENTODESPESA
"                44905102 - Construção e Ampliação de Edifícios Públicos";0,00;0,00;0,00;CDSUBELEMENTODESPESA
"                44905118 - Construção e Ampliação de Hospitais e Unidades de Saúde";417.576,25;417.576,25;417.576,25;CDSUBELEMENTODESPESA
"            - 52 - Equipamentos e Material Permanente";23.297.254,99;16.746.058,28;16.410.125,78;CDELEMENTODESPESA
"                44905214 - Aparelhos e Equipamentos Médicos, Odontológicos e Afins";8.659.667,99;2.085.344,77;1.888.564,77;CDSUBELEMENTODESPESA
"                44905208 - Aparelhos e Utensílios de Copa e Cozinha";108.169,80;115.901,50;115.901,50;CDSUBELEMENTODESPESA
"                44905204 - Bens Móveis - Móveis e Utensílios";3.718.661,92;5.368.405,18;5.229.252,68;CDSUBELEMENTODESPESA
"                44905212 - Equipamento de Refrigeração";72.214,28;68.903,04;68.903,04;CDSUBELEMENTODESPESA
"                44905201 - Equipamentos de Processamentos de Dados";10.690.891,00;9.059.853,79;9.059.853,79;CDSUBELEMENTODESPESA
"                44905217 - Equipamentos de Segurança";47.650,00;47.650,00;47.650,00;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";1.051.481,46;1.051.481,46;1.051.481,46;CDELEMENTODESPESA
"                44909256 - Aparelhos e Equipamentos Médicos, Odontológicos e Afins";266.327,03;266.327,03;266.327,03;CDSUBELEMENTODESPESA
"                44909246 - Bens Móveis - Móveis e Utensílios";108.000,00;108.000,00;108.000,00;CDSUBELEMENTODESPESA
"                44909265 - Construção de Hospitais e Unidades de Saúde";24.240,43;24.240,43;24.240,43;CDSUBELEMENTODESPESA
"                44909201 - Desenvolvimento e Manutenção Evolutiva de Software";624.450,00;624.450,00;624.450,00;CDSUBELEMENTODESPESA
"                44909255 - Equipamento para Áudio, Vídeo e Foto";28.464,00;28.464,00;28.464,00;CDSUBELEMENTODESPESA
" - 340002 - UG SEMUR - Secretaria Municipal da Reparação";3.999.760,77;4.347.866,53;4.160.853,82;CDUNIDADEGESTORA
"    - 14 - Direitos da Cidadania";3.999.760,77;4.347.866,53;4.160.853,82;CDFUNCAO
"      - 3 - Despesas Correntes";3.996.582,57;4.307.833,13;4.120.820,42;CDCATEGORIAECONOMICA
"        - 31 - Pessoal e Encargos Sociais";1.363.183,38;1.271.523,34;1.271.258,31;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";1.262.086,68;1.170.426,64;1.170.734,84;CDMODALIDADEAPLICACAO
"            - 11 - Vencimentos e Vantagens Fixas - Pessoal Civil";995.473,76;978.740,76;978.740,76;CDELEMENTODESPESA
"                31901147 - 13º Salário - RPPS";9.123,41;9.123,41;9.123,41;CDSUBELEMENTODESPESA
"                31901148 - 13º Salário - RGPS";16.341,90;16.341,90;16.341,90;CDSUBELEMENTODESPESA
"                31901107 - ABONO PERMANÊNCIA - RPPS";7.186,72;7.186,72;7.186,72;CDSUBELEMENTODESPESA
"                31901125 - COMPLEMENTAÇÃO SALARIAL - RPPS";36.558,03;36.558,03;36.558,03;CDSUBELEMENTODESPESA
"                31901126 - COMPLEMENTAÇÃO SALARIAL - RGPS";2.950,56;2.950,56;2.950,56;CDSUBELEMENTODESPESA
"                31901145 - FÉRIAS - ABONO CONSTITUCIONAL - RGPS";16.723,86;16.723,86;16.723,86;CDSUBELEMENTODESPESA
"                31901141 - FÉRIAS - ABONO CONSTITUCIONAL - RPPS";4.228,64;4.228,64;4.228,64;CDSUBELEMENTODESPESA
"                31901153 - FÉRIAS - RPPS";17.420,73;17.420,73;17.420,73;CDSUBELEMENTODESPESA
"                31901121 - GRATIFICAÇÃO DE TEMPO DE SERVIÇO - RPPS";51.604,28;51.242,88;51.242,88;CDSUBELEMENTODESPESA
"                31901115 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RPPS";12.453,36;12.453,36;12.453,36;CDSUBELEMENTODESPESA
"                31901116 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RGPS";271.888,44;270.908,99;270.908,99;CDSUBELEMENTODESPESA
"                31901117 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RPPS";18.305,36;17.574,28;17.574,28;CDSUBELEMENTODESPESA
"                31901118 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RGPS";1.804,98;1.804,98;1.804,98;CDSUBELEMENTODESPESA
"                31901150 - Incorporação RPPS";28.047,63;28.047,63;28.047,63;CDSUBELEMENTODESPESA
"                31901130 - SUBSÍDIOS - Vencimentos e Salários RGPS";113.950,08;113.950,08;113.950,08;CDSUBELEMENTODESPESA
"                31901101 - VENCIMENTOS E SALÁRIOS - RPPS";261.234,86;261.234,86;261.234,86;CDSUBELEMENTODESPESA
"                31901102 - VENCIMENTOS E SALÁRIOS - RGPS";125.650,92;110.989,85;110.989,85;CDSUBELEMENTODESPESA
"            - 13 - Obrigações Patronais";119.194,06;119.194,06;119.502,26;CDELEMENTODESPESA
"                31901301 - Contribuições Para o Regime Geral de Previdência - INSS";119.194,06;119.194,06;119.502,26;CDSUBELEMENTODESPESA
"            - 16 - Outras Despesas Variáveis - Pessoal Civil";3.194,85;3.194,85;3.194,85;CDELEMENTODESPESA
"                31901601 - Gratificações - RPPS";1.000,00;1.000,00;1.000,00;CDSUBELEMENTODESPESA
"                31901608 - JETON - RGPS";490,00;490,00;490,00;CDSUBELEMENTODESPESA
"                31901606 - Substituição - RGPS";1.212,76;1.212,76;1.212,76;CDSUBELEMENTODESPESA
"                31901605 - Substituição - RPPS";492,09;492,09;492,09;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";3.224,01;3.224,01;3.224,01;CDELEMENTODESPESA
"                31909248 - FÉRIAS - ABONO CONSTITUCIONAL - RGPS";460,57;460,57;460,57;CDSUBELEMENTODESPESA
"                31909215 - Reda/Temporarios Folha de Pagamento";460,57;460,57;460,57;CDSUBELEMENTODESPESA
"                31909202 - VENCIMENTOS E SALÁRIOS - RGPS";2.302,87;2.302,87;2.302,87;CDSUBELEMENTODESPESA
"            - 95 - Indenização pela Execução de Trabalho de Campo";141.000,00;66.072,96;66.072,96;CDELEMENTODESPESA
"                31909503 - Operação Carnaval - RPPS";70.000,00;29.607,04;29.607,04;CDSUBELEMENTODESPESA
"                31909506 - Operaçoes Especiais - RGPS";71.000,00;36.465,92;36.465,92;CDSUBELEMENTODESPESA
"          - 91 - Aplicação Direta Decorrente de Operação Intra-Orçamentária";101.096,70;101.096,70;100.523,47;CDMODALIDADEAPLICACAO
"            - 13 - Obrigações Patronais";101.096,70;101.096,70;100.523,47;CDELEMENTODESPESA
"                31911307 - Contribuição Patronal Extraordinária para Cobertura de Déficit Atuarial";3.261,17;3.261,17;2.687,94;CDSUBELEMENTODESPESA
"                31911302 - Contribuições para o RPPS FUNFIN";97.835,53;97.835,53;97.835,53;CDSUBELEMENTODESPESA
"        - 33 - Outras Despesas Correntes";2.633.399,19;3.036.309,79;2.849.562,11;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";2.633.399,19;3.036.309,79;2.849.562,11;CDMODALIDADEAPLICACAO
"            - 14 - Diárias - Pessoal Civil";5.146,50;5.146,50;5.146,50;CDELEMENTODESPESA
"                33901401 - Diárias Viagens Nacionais";5.146,50;5.146,50;5.146,50;CDSUBELEMENTODESPESA
"            - 30 - Material de Consumo";134.216,52;495.858,83;315.110,64;CDELEMENTODESPESA
"                33903002 - Combustíveis";38.932,78;40.667,76;40.667,76;CDSUBELEMENTODESPESA
"                33903038 - Gás";4.260,00;4.260,00;4.260,00;CDSUBELEMENTODESPESA
"                33903012 - Gêneros Alimentícios - Outros";15.346,00;389.423,55;213.731,55;CDSUBELEMENTODESPESA
"                33903024 - Materiais Pirotécnicos e de Iluminação";228,00;228,00;228,00;CDSUBELEMENTODESPESA
"                33903003 - Material de Escritório / Material de Expediente";8.264,42;8.480,40;8.480,40;CDSUBELEMENTODESPESA
"                33903017 - Material de Limpeza e Higiene";22.157,44;21.901,44;16.845,25;CDSUBELEMENTODESPESA
"                33903016 - Material Elétrico e Eletrônico";955,68;955,68;955,68;CDSUBELEMENTODESPESA
"                33903026 - Vestuário e Calçados";44.072,20;29.942,00;29.942,00;CDSUBELEMENTODESPESA
"            - 32 - Material, Bem ou Serviço para Distribuição Gratuita";8.400,00;8.400,00;8.400,00;CDELEMENTODESPESA
"                33903204 - Material Educativo e Informativo";8.400,00;8.400,00;8.400,00;CDSUBELEMENTODESPESA
"            - 33 - Passagens e Despesas com Locomoção";6.080,76;5.878,81;5.878,81;CDELEMENTODESPESA
"                33903301 - Passagens Nacionais";6.080,76;5.878,81;5.878,81;CDSUBELEMENTODESPESA
"            - 36 - Outros Serviços de Terceiros - Pessoa Física";59.582,22;63.812,84;63.812,84;CDELEMENTODESPESA
"                33903626 - Adiantamentos Translado";400,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903603 - Estagiários e Monitores";18.083,80;18.083,80;18.083,80;CDSUBELEMENTODESPESA
"                33903601 - Locação de Imóvel";34.546,34;42.453,00;42.453,00;CDSUBELEMENTODESPESA
"                33903602 - Serviços Prestados por PF de Natureza Eventual";6.552,08;3.276,04;3.276,04;CDSUBELEMENTODESPESA
"            - 37 - Locação de Mão de obra";619.895,52;644.897,94;644.897,94;CDELEMENTODESPESA
"                33903709 - Apoio temporário para festas populares";117.240,30;117.240,30;117.240,30;CDSUBELEMENTODESPESA
"                33903730 - Serviço Administrativo - Verbas Eventuais Férias";2.085,05;2.085,05;2.085,05;CDSUBELEMENTODESPESA
"                33903713 - Serviço Administrativo - Verbas Eventuais";0,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903704 - Serviço Administrativo";255.781,80;279.542,64;279.542,64;CDSUBELEMENTODESPESA
"                33903708 - Serviço de Motoboy e Motorista";108.404,86;146.998,77;146.998,77;CDSUBELEMENTODESPESA
"                33903703 - Serviço de Vigilância";55.903,05;52.889,80;52.889,80;CDSUBELEMENTODESPESA
"                33903701 - Serviços de Limpeza";80.480,46;46.141,38;46.141,38;CDSUBELEMENTODESPESA
"                33903722 - Serviços de Limpeza - Verbas Eventuais 13 Salário";0,00;0,00;0,00;CDSUBELEMENTODESPESA
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";1.629.535,03;1.591.141,63;1.590.687,31;CDELEMENTODESPESA
"                33903986 - Adiantamentos Despesa Miudas";1.600,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903980 - Adiantamentos Reparo e Conservação";1.884,51;884,51;884,51;CDSUBELEMENTODESPESA
"                33903918 - Condomínio de Imóveis";20.025,00;20.020,00;20.020,00;CDSUBELEMENTODESPESA
"                33903903 - Locação de Imóvel";114.067,50;124.612,50;124.612,50;CDSUBELEMENTODESPESA
"                33903914 - Locação de Máquinas e Equipamentos";23.280,84;16.820,50;16.820,50;CDSUBELEMENTODESPESA
"                33903902 - Locação de Veículos";55.388,54;49.404,30;49.404,30;CDSUBELEMENTODESPESA
"                33903924 - Manutenção e Conservação de bens imóveis";16.465,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903927 - Manutenção e Conservação de Máquinas e Equipamentos";15.745,11;0,00;0,00;CDSUBELEMENTODESPESA
"                33903925 - Manutenção e conservação de veiculos";5.622,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903930 - Outros Serviços de Manutenção e Conservação";1.758,38;1.758,38;1.758,38;CDSUBELEMENTODESPESA
"                33903939 - Patrocínio de Eventos";1.290.000,00;1.290.000,00;1.290.000,00;CDSUBELEMENTODESPESA
"                33903937 - Seguros";1.362,00;1.362,00;1.362,00;CDSUBELEMENTODESPESA
"                33903942 - Serviços de Transporte";2.191,67;7.190,00;7.190,00;CDSUBELEMENTODESPESA
"                33903932 - Serviços para Cerimonial";72.879,45;72.879,45;72.879,45;CDSUBELEMENTODESPESA
"                33903908 - Serviços Telefonia Fixa, Móvel Sem Pacote de Dados";7.265,03;6.209,99;5.755,67;CDSUBELEMENTODESPESA
"            - 40 - Serviços de Tecnologia da Informação e Comunicação - PJ";88.661,18;147.522,28;141.977,11;CDELEMENTODESPESA
"                33904010 - Comunicação de Dados";21.085,37;21.196,64;16.343,48;CDSUBELEMENTODESPESA
"                33904001 - Locação de Equip Informática";49.623,64;53.673,37;53.673,37;CDSUBELEMENTODESPESA
"                33904003 - Locação de Software";0,00;53.246,50;53.246,50;CDSUBELEMENTODESPESA
"                33904002 - Serviços Telefonia Fixa, Móvel Com Pacote de Dados";17.952,17;19.405,77;18.713,76;CDSUBELEMENTODESPESA
"            - 46 - Auxílio - Alimentação";64.098,79;56.179,55;56.179,55;CDELEMENTODESPESA
"                33904601 - Auxílio - Alimentação - RPPS";30.932,71;27.126,95;27.126,95;CDSUBELEMENTODESPESA
"                33904602 - Auxílio - Alimentação - RGPS";33.166,08;29.052,60;29.052,60;CDSUBELEMENTODESPESA
"            - 49 - Auxílio - Transporte";12.218,71;11.907,45;11.907,45;CDELEMENTODESPESA
"                33904902 - Auxílio - Transporte RGPS";4.286,41;4.286,41;4.286,41;CDSUBELEMENTODESPESA
"                33904901 - Auxílio - Transporte RPPS";7.932,30;7.621,04;7.621,04;CDSUBELEMENTODESPESA
"            - 93 - Indenizações e Restituições";5.563,96;5.563,96;5.563,96;CDELEMENTODESPESA
"                33909310 - Outras Indenizações Serviços Terceiros";5.563,96;5.563,96;5.563,96;CDSUBELEMENTODESPESA
"      - 4 - Despesas de Capital";3.178,20;40.033,40;40.033,40;CDCATEGORIAECONOMICA
"        - 44 - Investimentos";3.178,20;40.033,40;40.033,40;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";3.178,20;40.033,40;40.033,40;CDMODALIDADEAPLICACAO
"            - 52 - Equipamentos e Material Permanente";3.178,20;40.033,40;40.033,40;CDELEMENTODESPESA
"                44905208 - Aparelhos e Utensílios de Copa e Cozinha";3.178,20;3.178,20;3.178,20;CDSUBELEMENTODESPESA
"                44905204 - Bens Móveis - Móveis e Utensílios";0,00;17.672,00;17.672,00;CDSUBELEMENTODESPESA
"                44905212 - Equipamento de Refrigeração";0,00;0,00;0,00;CDSUBELEMENTODESPESA
"                44905213 - Equipamento para Áudio, Vídeo e Foto";0,00;19.183,20;19.183,20;CDSUBELEMENTODESPESA
" - 410002 - UG SEMGE - Secretaria Municipal de Gestão";30.804.812,68;25.974.113,49;25.994.809,68;CDUNIDADEGESTORA
"    - 4 - Administração";30.804.812,68;25.974.113,49;25.994.809,68;CDFUNCAO
"      - 3 - Despesas Correntes";30.624.912,64;25.679.223,75;25.699.919,94;CDCATEGORIAECONOMICA
"        - 31 - Pessoal e Encargos Sociais";16.968.688,22;12.228.473,10;12.315.729,69;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";15.265.743,78;10.979.259,56;11.091.246,71;CDMODALIDADEAPLICACAO
"            - 11 - Vencimentos e Vantagens Fixas - Pessoal Civil";12.833.247,80;9.479.104,37;9.479.104,37;CDELEMENTODESPESA
"                31901147 - 13º Salário - RPPS";502.000,00;199.811,07;199.811,07;CDSUBELEMENTODESPESA
"                31901148 - 13º Salário - RGPS";184.000,00;70.101,85;70.101,85;CDSUBELEMENTODESPESA
"                31901107 - ABONO PERMANÊNCIA - RPPS";276.000,00;208.410,88;208.410,88;CDSUBELEMENTODESPESA
"                31901111 - ADICIONAL DE INSALUBRIDADE - RPPS";100.000,00;55.627,20;55.627,20;CDSUBELEMENTODESPESA
"                31901125 - COMPLEMENTAÇÃO SALARIAL - RPPS";545.000,00;239.276,44;239.276,44;CDSUBELEMENTODESPESA
"                31901153 - FÉRIAS - RPPS";1.010.000,00;616.987,28;616.987,28;CDSUBELEMENTODESPESA
"                31901141 - FÉRIAS - ABONO CONSTITUCIONAL - RPPS";471.200,00;127.782,47;127.782,47;CDSUBELEMENTODESPESA
"                31901145 - FÉRIAS - ABONO CONSTITUCIONAL - RGPS";323.330,56;191.217,70;191.217,70;CDSUBELEMENTODESPESA
"                31901121 - GRATIFICAÇÃO DE TEMPO DE SERVIÇO - RPPS";800.000,00;542.257,44;542.257,44;CDSUBELEMENTODESPESA
"                31901116 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RGPS";1.770.000,00;1.767.735,41;1.767.735,41;CDSUBELEMENTODESPESA
"                31901115 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RPPS";164.000,00;118.323,81;118.323,81;CDSUBELEMENTODESPESA
"                31901118 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RGPS";23.000,00;22.129,38;22.129,38;CDSUBELEMENTODESPESA
"                31901117 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RPPS";300.000,00;203.836,14;203.836,14;CDSUBELEMENTODESPESA
"                31901150 - Incorporação RPPS";430.000,00;424.926,21;424.926,21;CDSUBELEMENTODESPESA
"                31901154 - SALÁRIO MATERNIDADE - RPPS";30.000,00;9.890,24;9.890,24;CDSUBELEMENTODESPESA
"                31901130 - SUBSÍDIOS - Vencimentos e Salários RGPS";17.725,56;8.862,78;8.862,78;CDSUBELEMENTODESPESA
"                31901102 - VENCIMENTOS E SALÁRIOS - RGPS";1.470.000,00;1.006.822,07;1.006.822,07;CDSUBELEMENTODESPESA
"                31901101 - VENCIMENTOS E SALÁRIOS - RPPS";4.416.991,68;3.665.106,00;3.665.106,00;CDSUBELEMENTODESPESA
"            - 13 - Obrigações Patronais";773.281,94;560.025,49;673.505,86;CDELEMENTODESPESA
"                31901301 - Contribuições Para o Regime Geral de Previdência - INSS";773.281,94;560.025,49;673.505,86;CDSUBELEMENTODESPESA
